incident_id,control_id,name,side,barrier_role,barrier_type,line_of_defense,lod_basis,linked_threat_ids,linked_consequence_ids,barrier_status,barrier_failed,human_contribution_value,barrier_failed_human,confidence,supporting_text_count,source_agency,provider_bucket,json_path
AC%20337%20LLOG%2027-SEP-2024,C-002,Safe Setback Area Positioning,prevention,Position personnel away from hazard zone,administrative,1st,Procedural control for safe work positioning,T-004,,active,False,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20337%20LLOG%2027-SEP-2024.json
AC%20337%20LLOG%2027-SEP-2024,C-003,Job Safety Analysis (JSA) / Toolbox Talk,prevention,Identify hazards and plan safe work execution,administrative,1st,Pre-task planning and hazard identification,"T-001,T-002,T-003,T-004",,active,False,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20337%20LLOG%2027-SEP-2024.json
AC%20337%20LLOG%2027-SEP-2024,C-004,Tagline Use for Load Control,prevention,Control suspended load movement,engineering,1st,Physical control of load,T-004,,degraded,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/AC%20337%20LLOG%2027-SEP-2024.json
AC%20337%20LLOG%2027-SEP-2024,C-005,Deck Housekeeping and Slip Hazard Management,prevention,Maintain safe walking/working surfaces,administrative,1st,Workplace condition management,T-002,,degraded,False,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20337%20LLOG%2027-SEP-2024.json
AC%20337%20LLOG%2027-SEP-2024,C-006,Weather and Sea State Assessment,prevention,Evaluate environmental conditions for safe operations,administrative,1st,Pre-task environmental assessment,T-001,,active,False,unknown,False,medium,1,BSEE,anthropic,data/structured/incidents/anthropic/AC%20337%20LLOG%2027-SEP-2024.json
AC%20337%20LLOG%2027-SEP-2024,C-007,Onboard Medical Examination,mitigation,Initial medical assessment and triage,administrative,2nd,Secondary response to injury,,"CON-001,CON-002",active,False,unknown,False,high,1,BSEE,anthropic,data/structured/incidents/anthropic/AC%20337%20LLOG%2027-SEP-2024.json
AC%20337%20LLOG%2027-SEP-2024,C-008,Medical Evacuation Procedure,mitigation,Transport injured personnel to advanced medical care,administrative,2nd,Emergency response procedure,,"CON-001,CON-003",active,False,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20337%20LLOG%2027-SEP-2024.json
AC%20337%20LLOG%2027-SEP-2024,C-009,Onshore Medical Consultation,mitigation,Remote medical expertise for decision support,administrative,2nd,Expert medical consultation,,CON-001,active,False,unknown,False,high,1,BSEE,anthropic,data/structured/incidents/anthropic/AC%20337%20LLOG%2027-SEP-2024.json
AC%20735%20Shell%2008-Dec-2023,C-001,Communication protocol between IP and Driller,prevention,Prevent personnel entering hazard zone without notification,administrative,1st,First line of defense - operational communication procedure,T-001,,failed,True,critical,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/AC%20735%20Shell%2008-Dec-2023.json
AC%20735%20Shell%2008-Dec-2023,C-002,Job Safety Analysis (JSA) for drifting drill pipe,prevention,Identify moving equipment hazards before work begins,administrative,1st,First line of defense - pre-job hazard identification,T-003,,failed,True,critical,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/AC%20735%20Shell%2008-Dec-2023.json
AC%20735%20Shell%2008-Dec-2023,C-003,Warning signage and cautions for moving equipment hazard,prevention,Alert personnel to moving equipment hazard,administrative,1st,First line of defense - hazard awareness signage,T-001,,not_installed,True,unknown,False,high,3,BSEE,anthropic,data/structured/incidents/anthropic/AC%20735%20Shell%2008-Dec-2023.json
AC%20735%20Shell%2008-Dec-2023,C-004,Engineered barrier preventing access during TDS operations,prevention,Physically prevent access to hazard zone during operations,engineering,2nd,Second line of defense - physical barrier to prevent access,"T-001,T-002",,not_installed,True,unknown,False,high,4,BSEE,anthropic,data/structured/incidents/anthropic/AC%20735%20Shell%2008-Dec-2023.json
AC%20735%20Shell%2008-Dec-2023,C-005,Driller awareness of personnel locations,prevention,Ensure operator awareness before moving equipment,administrative,1st,First line of defense - operational awareness procedure,T-002,,failed,True,critical,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20735%20Shell%2008-Dec-2023.json
AC%20735%20Shell%2008-Dec-2023,C-006,Handrails on port pipe racker upper access platform,mitigation,Prevent fall from height,engineering,2nd,Second line of defense - physical fall protection,,CON-002,active,False,unknown,False,high,3,BSEE,anthropic,data/structured/incidents/anthropic/AC%20735%20Shell%2008-Dec-2023.json
AC%20735%20Shell%2008-Dec-2023,C-007,Onboard medical facility and evacuation capability,mitigation,Provide emergency medical response,administrative,recovery,Recovery - emergency response after incident,,CON-003,active,False,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20735%20Shell%2008-Dec-2023.json
AC%20735%20Shell%2008-Dec-2023,C-008,Handheld radio communication system,prevention,Enable communication between crew members,engineering,1st,First line of defense - communication equipment,"T-001,T-002",,active,False,critical,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20735%20Shell%2008-Dec-2023.json
AC%20857%20Shell%2003-Oct-2024,C-001,Monthly and semiannual SCR maintenance schedule,prevention,Preventive maintenance to detect component degradation,administrative,1st,Routine inspection and maintenance program,"T-001,T-002",,failed,True,unknown,False,high,3,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2003-Oct-2024.json
AC%20857%20Shell%2003-Oct-2024,C-002,Thermal imaging scans of components,prevention,Detection of overheating and component degradation,engineering,1st,Condition monitoring technology,"T-001,T-002",,degraded,True,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2003-Oct-2024.json
AC%20857%20Shell%2003-Oct-2024,C-003,Fire and gas alarm system in SCR house,mitigation,Early detection of fire to enable emergency response,engineering,2nd,Automated detection system for emergency conditions,,"CON-001,CON-004",failed,True,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2003-Oct-2024.json
AC%20857%20Shell%2003-Oct-2024,C-004,Personnel investigation and manual detection,mitigation,Manual detection of abnormal conditions,administrative,2nd,Human observation and response to equipment anomalies,,"CON-001,CON-002",active,False,positive,False,high,3,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2003-Oct-2024.json
AC%20857%20Shell%2003-Oct-2024,C-005,Emergency shutdown procedures and well securing,mitigation,Limit escalation by securing well and shutting down power,administrative,2nd,Emergency response procedures,,"CON-001,CON-002",active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2003-Oct-2024.json
AC%20857%20Shell%2003-Oct-2024,C-006,Fire crew assembly and standby,mitigation,Emergency response capability for fire suppression,administrative,3rd,Emergency response team for fire fighting,,"CON-001,CON-004",active,False,positive,False,high,1,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2003-Oct-2024.json
AC%20857%20Shell%2003-Oct-2024,C-007,SCR cabinet isolation capability,mitigation,Isolate failed equipment to prevent further damage,engineering,recovery,System design allows isolation of failed components,,"CON-002,CON-003",active,False,unknown,False,high,1,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2003-Oct-2024.json
AC%20857%20Shell%2004-Sep-2023%20,C-001,Knife valve on degasser tank discharge line,prevention,Containment valve to prevent discharge from degasser tank,engineering,1st,Primary physical barrier to prevent fluid release,"T-001,T-002",,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2004-Sep-2023%20.json
AC%20857%20Shell%2004-Sep-2023%20,C-002,Butterfly valve (master dump valve for processing pits),prevention,Master isolation valve to prevent discharge from processing tanks,engineering,2nd,Secondary physical barrier providing redundant containment,"T-001,T-002",,failed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2004-Sep-2023%20.json
AC%20857%20Shell%2004-Sep-2023%20,C-003,Visual valve alignment check by two people,prevention,Verification of valve position prior to fluid transfer,administrative,1st,Procedural check to ensure proper valve configuration before operations,T-002,,degraded,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2004-Sep-2023%20.json
AC%20857%20Shell%2004-Sep-2023%20,C-004,Functional testing of valves prior to fluid transfer,prevention,Verification of valve operability and sealing capability,administrative,1st,Procedural verification to ensure valves can perform their containment function,T-002,,not_installed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2004-Sep-2023%20.json
AC%20857%20Shell%2004-Sep-2023%20,C-005,Pit level monitoring and volume indicators,prevention,Detection of abnormal fluid loss from tanks,engineering,2nd,Monitoring system to detect loss of containment,,,active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2004-Sep-2023%20.json
AC%20857%20Shell%2004-Sep-2023%20,C-006,Skillet on master dump valve,prevention,Physical barrier to prevent unintentional discharge,engineering,2nd,Secondary physical containment to catch leaks from master dump valve,T-001,,not_installed,True,negative,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2004-Sep-2023%20.json
AC%20857%20Shell%2004-Sep-2023%20,C-007,Lock-out on butterfly valve,prevention,Administrative control to prevent unauthorized valve operation,administrative,1st,Procedural control to ensure only authorized personnel can operate critical valves,,,active,False,neutral,False,high,3,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2004-Sep-2023%20.json
AC%20857%20Shell%2004-Sep-2023%20,C-008,Observer posted to watch for sheens,mitigation,Detection and monitoring of environmental impact,administrative,recovery,Post-release monitoring to assess environmental consequences,,CON-001,active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2004-Sep-2023%20.json
AC%20857%20Shell%2004-Sep-2023%20,C-009,Processing pit covers,prevention,Physical barrier to prevent debris entry into processing pits,engineering,1st,Primary physical barrier to prevent contamination of fluid system,T-003,,degraded,True,unknown,False,medium,1,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%2004-Sep-2023%20.json
AC%20857%20Shell%20Fire%2021-June-2023,C-001,Reactor thermal switch on VFD,prevention,Prevent overheating of VFD reactor,engineering,1st,Primary protection against thermal runaway,T-001,,failed,True,unknown,False,high,1,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%20Fire%2021-June-2023.json
AC%20857%20Shell%20Fire%2021-June-2023,C-002,Smoke detectors in Subsea MCC room,mitigation,Detect smoke release and initiate emergency response,engineering,2nd,Secondary detection layer for fire/smoke events,,CON-001,active,False,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%20Fire%2021-June-2023.json
AC%20857%20Shell%20Fire%2021-June-2023,C-003,Automated facility shut-in system,mitigation,Automatically shut down facility upon smoke detection,engineering,2nd,Automated response to prevent escalation,,CON-003,active,False,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%20Fire%2021-June-2023.json
AC%20857%20Shell%20Fire%2021-June-2023,C-004,Personnel muster procedure,mitigation,Account for personnel safety during emergency,administrative,2nd,Emergency response procedure,,CON-001,active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%20Fire%2021-June-2023.json
AC%20857%20Shell%20Fire%2021-June-2023,C-005,Fire Team response,mitigation,Respond to fire/smoke event and assess situation,administrative,3rd,Emergency response team,,"CON-001,CON-002",active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%20Fire%2021-June-2023.json
AC%20857%20Shell%20Fire%2021-June-2023,C-006,Electrician assessment and isolation procedure,mitigation,Assess electrical equipment and isolate failed components,administrative,3rd,Technical assessment and recovery action,,"CON-002,CON-003",active,False,positive,False,high,3,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%20Fire%2021-June-2023.json
AC%20857%20Shell%20Fire%2021-June-2023,C-007,Lock-out/Tag-out (LOTO) procedure,mitigation,Prevent re-energization of failed equipment,administrative,3rd,Energy isolation procedure,,CON-002,active,False,positive,False,high,1,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%20Fire%2021-June-2023.json
AC%20857%20Shell%20Fire%2021-June-2023,C-008,Fire watch establishment,mitigation,Monitor for re-ignition or escalation,administrative,recovery,Post-incident monitoring,,CON-001,active,False,positive,False,high,1,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%20Fire%2021-June-2023.json
AC%20857%20Shell%20Fire%2021-June-2023,C-009,Offshore Installation Manager (OIM) authorization procedure,mitigation,Control access to hazardous areas and authorize recovery actions,administrative,2nd,Management oversight and authorization,,CON-001,active,False,positive,False,high,1,BSEE,anthropic,data/structured/incidents/anthropic/AC%20857%20Shell%20Fire%2021-June-2023.json
CSB_Gas_Purging_Urgent_Recommendations_(2)1,C-001,Outdoor venting of purged gases via hose or piping,prevention,Prevent accumulation of flammable gas indoors,engineering,1st,Primary physical barrier to prevent hazardous condition,"T-001,T-003",,not_installed,True,unknown,False,high,3,UNKNOWN,anthropic,data/structured/incidents/anthropic/CSB_Gas_Purging_Urgent_Recommendations_(2)1.json
CSB_Gas_Purging_Urgent_Recommendations_(2)1,C-002,Combustible gas detectors for continuous monitoring,prevention,Detect flammable gas concentration before reaching explosive levels,engineering,2nd,Detection and alarm system to warn of developing hazardous condition,"T-001,T-004",,not_installed,True,unknown,False,high,3,UNKNOWN,anthropic,data/structured/incidents/anthropic/CSB_Gas_Purging_Urgent_Recommendations_(2)1.json
CSB_Gas_Purging_Urgent_Recommendations_(2)1,C-003,Adequate ventilation assessment and verification,prevention,Prevent accumulation of flammable gas by ensuring adequate air exchange,engineering,1st,Primary engineering control to maintain safe atmosphere,"T-001,T-003",,degraded,True,unknown,False,high,2,UNKNOWN,anthropic,data/structured/incidents/anthropic/CSB_Gas_Purging_Urgent_Recommendations_(2)1.json
CSB_Gas_Purging_Urgent_Recommendations_(2)1,C-004,Reliance on odor detection for gas presence,prevention,Detect presence of natural gas by smell,administrative,2nd,Human detection method as warning system,T-004,,failed,True,negative,True,high,3,UNKNOWN,anthropic,data/structured/incidents/anthropic/CSB_Gas_Purging_Urgent_Recommendations_(2)1.json
CSB_Gas_Purging_Urgent_Recommendations_(2)1,C-005,Elimination or control of ignition sources,prevention,Prevent ignition of flammable atmosphere,engineering,1st,Primary control to prevent ignition event,T-002,,not_installed,True,unknown,False,high,2,UNKNOWN,anthropic,data/structured/incidents/anthropic/CSB_Gas_Purging_Urgent_Recommendations_(2)1.json
CSB_Gas_Purging_Urgent_Recommendations_(2)1,C-006,Evacuation of nonessential personnel during purging,prevention,Reduce personnel exposure to potential explosion,administrative,2nd,Administrative control to limit exposure,T-001,,not_installed,True,unknown,False,high,3,UNKNOWN,anthropic,data/structured/incidents/anthropic/CSB_Gas_Purging_Urgent_Recommendations_(2)1.json
CSB_Gas_Purging_Urgent_Recommendations_(2)1,C-007,Written procedures for gas line purging,prevention,Ensure consistent safe practices during purging operations,administrative,1st,Primary administrative control defining safe work practices,"T-001,T-003,T-004",,not_installed,True,unknown,False,high,3,UNKNOWN,anthropic,data/structured/incidents/anthropic/CSB_Gas_Purging_Urgent_Recommendations_(2)1.json
CSB_Gas_Purging_Urgent_Recommendations_(2)1,C-008,Pressure testing of new gas piping,prevention,Verify integrity of new piping before introducing gas,administrative,1st,Primary verification control for piping integrity,,,active,False,unknown,False,high,2,UNKNOWN,anthropic,data/structured/incidents/anthropic/CSB_Gas_Purging_Urgent_Recommendations_(2)1.json
CSB_Gas_Purging_Urgent_Recommendations_(2)1,C-009,Ammonia refrigeration system piping integrity,mitigation,Prevent secondary release of toxic ammonia following explosion,engineering,1st,Primary physical barrier to contain ammonia,,"CON-004,CON-005",failed,True,unknown,False,high,2,UNKNOWN,anthropic,data/structured/incidents/anthropic/CSB_Gas_Purging_Urgent_Recommendations_(2)1.json
CSB_Gas_Purging_Urgent_Recommendations_(2)1,C-010,Building structural integrity to withstand explosion,mitigation,Prevent structural collapse and protect occupants,engineering,1st,Primary physical barrier to protect personnel from structural failure,,"CON-001,CON-002,CON-003",failed,True,unknown,False,high,3,UNKNOWN,anthropic,data/structured/incidents/anthropic/CSB_Gas_Purging_Urgent_Recommendations_(2)1.json
CSB_Gas_Purging_Urgent_Recommendations_(2)1,C-011,Emergency response for ammonia release,mitigation,Limit environmental and health impacts of ammonia release,administrative,recovery,Emergency response to mitigate consequences after release,,"CON-004,CON-005,CON-007",degraded,False,unknown,False,medium,3,UNKNOWN,anthropic,data/structured/incidents/anthropic/CSB_Gas_Purging_Urgent_Recommendations_(2)1.json
EB%20602-A%20%20Anadarko%20%2021-May-2025,C-001,Lifting Authority notification and approval for anchor points,prevention,Administrative control requiring approval before attaching equipment to crane,administrative,1st,Procedural requirement to prevent unauthorized modifications,T-001,,failed,True,critical,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/EB%20602-A%20%20Anadarko%20%2021-May-2025.json
EB%20602-A%20%20Anadarko%20%2021-May-2025,C-002,Pre-use crane inspection after breaks/interruptions,prevention,Inspection to identify hazards before crane operation,administrative,1st,Operational check before equipment use,T-002,,failed,True,critical,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/EB%20602-A%20%20Anadarko%20%2021-May-2025.json
EB%20602-A%20%20Anadarko%20%2021-May-2025,C-003,Pre-job safety meeting and JSP/JSEA documentation,prevention,Communication and planning to identify hazards and work methods,administrative,1st,Planning and hazard identification before work,"T-001,T-004",,degraded,True,critical,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/EB%20602-A%20%20Anadarko%20%2021-May-2025.json
EB%20602-A%20%20Anadarko%20%2021-May-2025,C-004,SIMOPS coordination and management,prevention,Coordination of simultaneous operations to prevent conflicts,administrative,2nd,Supervisory oversight of multiple concurrent activities,"T-003,T-004",,degraded,True,significant,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EB%20602-A%20%20Anadarko%20%2021-May-2025.json
EB%20602-A%20%20Anadarko%20%2021-May-2025,C-005,Lockout/Tagout procedures for crane boom,prevention,Physical isolation to prevent equipment operation during work,administrative,1st,Energy isolation before work on equipment,"T-001,T-002",,not_installed,True,critical,True,high,1,BSEE,anthropic,data/structured/incidents/anthropic/EB%20602-A%20%20Anadarko%20%2021-May-2025.json
EB%20602-A%20%20Anadarko%20%2021-May-2025,C-006,Third-party personnel training on operator SOPs,prevention,Competency assurance for contractor personnel,administrative,1st,Training and qualification before work,"T-001,T-004",,degraded,True,critical,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EB%20602-A%20%20Anadarko%20%2021-May-2025.json
EB%20602-A%20%20Anadarko%20%2021-May-2025,C-007,Visual communication and hand signals during crane operations,prevention,Real-time communication to stop unsafe operations,administrative,2nd,Active monitoring and intervention during operations,"T-002,T-004",,degraded,True,significant,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EB%20602-A%20%20Anadarko%20%2021-May-2025.json
EB%20602-A%20%20Anadarko%20%2021-May-2025,C-008,Equipment capacity and load rating compliance,mitigation,Equipment design to withstand expected loads,engineering,1st,Inherent equipment design capacity,,CON-001,failed,True,significant,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/EB%20602-A%20%20Anadarko%20%2021-May-2025.json
EB%20602-A%20%20Anadarko%20%2021-May-2025,C-009,Personnel positioning and exclusion zones,mitigation,Physical separation of personnel from dropped object hazard,administrative,2nd,Administrative control to limit exposure,,CON-003,active,False,unknown,False,medium,3,BSEE,anthropic,data/structured/incidents/anthropic/EB%20602-A%20%20Anadarko%20%2021-May-2025.json
EB%20602-A%20%20Anadarko%20%2021-May-2025,C-010,Emergency stop procedures and all-stop declaration,mitigation,Immediate cessation of operations to prevent escalation,administrative,recovery,Emergency response to stop further damage,,"CON-001,CON-002,CON-003",active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EB%20602-A%20%20Anadarko%20%2021-May-2025.json
EC%2071%20ECOP%2025-MAY-2023,C-001,Wellhead casing valve closure procedure,prevention,Prevent unauthorized discharge during pumping operations,administrative,1st,Primary operational control to isolate wellhead during fluid transfer,"T-001,T-002",,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EC%2071%20ECOP%2025-MAY-2023.json
EC%2071%20ECOP%2025-MAY-2023,C-002,Visual verification of valve position,prevention,Verify valve closure before pumping operations,administrative,2nd,Independent verification to confirm primary control effectiveness,"T-002,T-003",,failed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/EC%2071%20ECOP%2025-MAY-2023.json
EC%2071%20ECOP%2025-MAY-2023,C-003,Pit Volume Totalizer (PVT) monitoring system,prevention,Detect fluid loss during pumping operations,engineering,2nd,Automated monitoring system to detect abnormal fluid levels,T-001,,active,False,positive,False,high,3,BSEE,anthropic,data/structured/incidents/anthropic/EC%2071%20ECOP%2025-MAY-2023.json
EC%2071%20ECOP%2025-MAY-2023,C-004,Driller supervision and monitoring,prevention,Supervise operations and detect abnormal conditions,administrative,2nd,Supervisory oversight to identify and respond to operational anomalies,"T-001,T-002",,active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EC%2071%20ECOP%2025-MAY-2023.json
EC%2071%20ECOP%2025-MAY-2023,C-005,Manual valve closure intervention,mitigation,Stop discharge once detected,administrative,recovery,Emergency response action to terminate ongoing release,,CON-001,active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EC%2071%20ECOP%2025-MAY-2023.json
EC%2071%20ECOP%2025-MAY-2023,C-006,BOP testing procedure,prevention,Ensure well control equipment integrity,administrative,1st,Primary well control barrier verification,,,active,False,unknown,False,medium,2,BSEE,anthropic,data/structured/incidents/anthropic/EC%2071%20ECOP%2025-MAY-2023.json
EC%2071%20ECOP%2025-MAY-2023,C-007,Well monitoring for flow during BOP test,prevention,Detect unintended well flow during testing,administrative,2nd,Monitoring to detect loss of well control during maintenance activities,,,active,False,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EC%2071%20ECOP%2025-MAY-2023.json
EI%20158JB_Apache_21-SEP-2023,C-001,Manual stability check of wellhead,prevention,Verify equipment stability before removing rigging,administrative,1st,Frontline operational check,"T-001,T-002",,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20158JB_Apache_21-SEP-2023.json
EI%20158JB_Apache_21-SEP-2023,C-002,Mechanical securing/anchoring of wellhead,prevention,Prevent movement of heavy equipment on deck,engineering,1st,Physical barrier to prevent rolling,"T-001,T-002,T-003",,not_installed,True,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20158JB_Apache_21-SEP-2023.json
EI%20158JB_Apache_21-SEP-2023,C-003,Scrap basket for containment,prevention,Contain and secure removed equipment,engineering,1st,Physical containment system,"T-001,T-002",,not_installed,True,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20158JB_Apache_21-SEP-2023.json
EI%20158JB_Apache_21-SEP-2023,C-004,Job Safety Analysis (JSA) for wellhead removal,prevention,Identify hazards and mitigation measures,administrative,1st,Pre-job hazard identification,"T-001,T-002,T-004",,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20158JB_Apache_21-SEP-2023.json
EI%20158JB_Apache_21-SEP-2023,C-005,Supervision of deck operations,prevention,Ensure safe work practices and equipment securing,administrative,2nd,Supervisory oversight,"T-001,T-002,T-004",,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20158JB_Apache_21-SEP-2023.json
EI%20158JB_Apache_21-SEP-2023,C-006,Safe and workmanlike manner operations,prevention,Regulatory compliance for safe operations,administrative,1st,Operational standard,"T-001,T-002,T-004",,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20158JB_Apache_21-SEP-2023.json
EI%20158JB_Apache_21-SEP-2023,C-007,Emergency response and medevac procedures,mitigation,Respond to injury and evacuate injured personnel,administrative,recovery,Emergency response action,,"CON-002,CON-003",active,False,positive,False,high,4,BSEE,anthropic,data/structured/incidents/anthropic/EI%20158JB_Apache_21-SEP-2023.json
EI%20158JB_Apache_21-SEP-2023,C-008,First aid and medical treatment,mitigation,Provide immediate medical care to injured personnel,administrative,recovery,Emergency medical response,,CON-002,active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20158JB_Apache_21-SEP-2023.json
EI%20252I_Arena_20-AUG-2023,C-001,Job Safety Analysis (JSA) for Crane Operations,prevention,Procedural guidance to prevent side loading,administrative,1st,Frontline operational procedure,"T-001,T-002",,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20252I_Arena_20-AUG-2023.json
EI%20252I_Arena_20-AUG-2023,C-002,Crane Operator Competence and Training,prevention,Ensure qualified personnel operate crane safely,administrative,1st,Frontline operator capability,"T-001,T-003",,degraded,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/EI%20252I_Arena_20-AUG-2023.json
EI%20252I_Arena_20-AUG-2023,C-003,Rigger Visual Observation and Monitoring,prevention,Detect unsafe conditions during lift and stop operation,administrative,1st,Frontline monitoring and intervention,"T-002,T-003,T-004",,failed,True,negative,True,high,3,BSEE,anthropic,data/structured/incidents/anthropic/EI%20252I_Arena_20-AUG-2023.json
EI%20252I_Arena_20-AUG-2023,C-004,Crane Load Rating and Capacity Limits,prevention,Prevent overloading of crane components,engineering,1st,Design limit to prevent structural failure,T-003,,bypassed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20252I_Arena_20-AUG-2023.json
EI%20252I_Arena_20-AUG-2023,C-005,Crane Operator Selection and Assignment Process,prevention,Ensure appropriate operator experience for facility,administrative,2nd,Management oversight of personnel assignment,"T-001,T-003",,degraded,True,negative,True,medium,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20252I_Arena_20-AUG-2023.json
EI%20252I_Arena_20-AUG-2023,C-006,Crane Structural Integrity - Bolted Connections,prevention,Maintain structural connection under normal loads,engineering,1st,Physical barrier to prevent separation,T-003,,failed,True,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20252I_Arena_20-AUG-2023.json
EI%20252I_Arena_20-AUG-2023,C-007,Hydraulic Hose Lines as Secondary Retention,mitigation,Prevent falling equipment from reaching deck,engineering,recovery,Unintended secondary catch that prevented escalation,,CON-003,active,False,unknown,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20252I_Arena_20-AUG-2023.json
EI%20252I_Arena_20-AUG-2023,C-008,Emergency Response - Crane Boom Positioning Over Heliport,mitigation,Prevent further escalation and secure damaged equipment,administrative,recovery,Post-event action to prevent further consequences,,CON-003,active,False,positive,False,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20252I_Arena_20-AUG-2023.json
EI%20252I_Arena_20-AUG-2023,C-009,Safe and Workmanlike Manner Requirement,prevention,Regulatory requirement for safe operations,administrative,1st,Regulatory compliance requirement,"T-001,T-002,T-003,T-004",,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20252I_Arena_20-AUG-2023.json
EI%20259%20White%20Fleet%2003_OCT_2025,C-001,Pre-job safety meeting with crew location review,prevention,Prevent inadequate crew coordination,administrative,1st,Planning and communication control before work begins,T-003,,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20259%20White%20Fleet%2003_OCT_2025.json
EI%20259%20White%20Fleet%2003_OCT_2025,C-002,Job Safety Analysis (JSA) for pipe cutting operations,prevention,Identify and mitigate hazards of pipe movement,administrative,1st,Hazard identification and risk assessment before work,T-001,,failed,True,negative,True,high,2,BSEE,anthropic,data/structured/incidents/anthropic/EI%20259%20White%20Fleet%2003_OCT_2025.json
